run_id,dose_cm2,energy_keV,anneal_temp_C,anneal_time_sec,xj_implant_um,xj_final_um,delta_xj_um,rsh_final_ohm_sq
100,500000000000000.0,40.0,1100,45,0.362647,0.365335,0.002688,138.878
101,500000000000000.0,50.0,900,5,0.422066,0.422063,-3e-06,154.157
102,500000000000000.0,50.0,900,15,0.422066,0.422064,-2e-06,153.766
103,500000000000000.0,50.0,900,25,0.422066,0.422066,0.0,153.407
104,500000000000000.0,50.0,900,35,0.422066,0.422067,1e-06,153.075
105,500000000000000.0,50.0,900,45,0.422066,0.422069,3e-06,152.768
106,500000000000000.0,50.0,950,5,0.422066,0.422065,-1e-06,152.295
107,500000000000000.0,50.0,950,15,0.422066,0.422073,7e-06,151.109
108,500000000000000.0,50.0,950,25,0.422066,0.42208,1.4e-05,150.258
109,500000000000000.0,50.0,950,35,0.422066,0.422088,2.2e-05,149.569
110,500000000000000.0,50.0,950,45,0.422066,0.422095,2.9e-05,148.973
111,500000000000000.0,50.0,1000,5,0.422066,0.422078,1.2e-05,150.115
112,500000000000000.0,50.0,1000,15,0.422066,0.422112,4.6e-05,147.891
113,500000000000000.0,50.0,1000,25,0.422066,0.422145,7.9e-05,146.44
114,500000000000000.0,50.0,1000,35,0.422066,0.422179,0.000113,145.315
115,500000000000000.0,50.0,1000,45,0.422066,0.422213,0.000147,144.365
116,500000000000000.0,50.0,1050,5,0.422066,0.422129,6.3e-05,147.329
117,500000000000000.0,50.0,1050,15,0.422066,0.422264,0.000198,143.815
118,500000000000000.0,50.0,1050,25,0.422066,0.4224,0.000334,141.645
119,500000000000000.0,50.0,1050,35,0.422066,0.422536,0.00047,140.205
120,500000000000000.0,50.0,1050,45,0.422066,0.422672,0.000606,139.24
121,500000000000000.0,50.0,1100,5,0.422066,0.422308,0.000242,143.713
122,500000000000000.0,50.0,1100,15,0.422066,0.422803,0.000737,139.175
123,500000000000000.0,50.0,1100,25,0.422066,0.423298,0.001232,137.73
124,500000000000000.0,50.0,1100,35,0.422066,0.423794,0.001728,137.381
125,500000000000000.0,50.0,1100,45,0.422066,0.424289,0.002223,137.203
126,1000000000000000.0,10.0,900,5,0.125217,0.125219,2e-06,260.339
127,1000000000000000.0,10.0,900,15,0.125217,0.125225,8e-06,221.574
128,1000000000000000.0,10.0,900,25,0.125217,0.125231,1.4e-05,200.283
129,1000000000000000.0,10.0,900,35,0.125217,0.125237,2e-05,186.742
130,1000000000000000.0,10.0,900,45,0.125217,0.125243,2.6e-05,176.963
131,1000000000000000.0,10.0,950,5,0.125217,0.125232,1.5e-05,190.724
132,1000000000000000.0,10.0,950,15,0.125217,0.125263,4.6e-05,150.426
133,1000000000000000.0,10.0,950,25,0.125217,0.125295,7.8e-05,135.046
134,1000000000000000.0,10.0,950,35,0.125217,0.125326,0.000109,126.258
135,1000000000000000.0,10.0,950,45,0.125217,0.125357,0.00014,120.401
136,1000000000000000.0,10.0,1000,5,0.125217,0.125287,7e-05,134.413
137,1000000000000000.0,10.0,1000,15,0.125217,0.125429,0.000212,110.22
138,1000000000000000.0,10.0,1000,25,0.125217,0.125571,0.000354,102.534
139,1000000000000000.0,10.0,1000,35,0.125217,0.125714,0.000497,98.546
140,1000000000000000.0,10.0,1000,45,0.125217,0.125856,0.000639,95.9795
141,1000000000000000.0,10.0,1050,5,0.125217,0.125502,0.000285,105.033
142,1000000000000000.0,10.0,1050,15,0.125217,0.126076,0.000859,93.3315
143,1000000000000000.0,10.0,1050,25,0.125217,0.126649,0.001432,89.8932
144,1000000000000000.0,10.0,1050,35,0.125217,0.127223,0.002006,88.1029
145,1000000000000000.0,10.0,1050,45,0.125217,0.127789,0.002572,86.959
146,1000000000000000.0,10.0,1100,5,0.125217,0.12626,0.001043,92.2763
147,1000000000000000.0,10.0,1100,15,0.125217,0.128332,0.003115,86.4864
148,1000000000000000.0,10.0,1100,25,0.125217,0.130431,0.005214,84.7292
149,1000000000000000.0,10.0,1100,35,0.125217,0.133666,0.008449,83.774
150,1000000000000000.0,10.0,1100,45,0.125217,0.140733,0.015516,83.1494
151,1000000000000000.0,20.0,900,5,0.243209,0.243209,0.0,114.182
152,1000000000000000.0,20.0,900,15,0.243209,0.243212,3e-06,106.37
153,1000000000000000.0,20.0,900,25,0.243209,0.243215,6e-06,103.477
154,1000000000000000.0,20.0,900,35,0.243209,0.243218,9e-06,102.157
155,1000000000000000.0,20.0,900,45,0.243209,0.243221,1.2e-05,101.229
156,1000000000000000.0,20.0,950,5,0.243209,0.243215,6e-06,98.4359
157,1000000000000000.0,20.0,950,15,0.243209,0.24323,2.1e-05,94.6341
158,1000000000000000.0,20.0,950,25,0.243209,0.243244,3.5e-05,93.9746
159,1000000000000000.0,20.0,950,35,0.243209,0.243259,5e-05,93.1315
160,1000000000000000.0,20.0,950,45,0.243209,0.243274,6.5e-05,92.2063
161,1000000000000000.0,20.0,1000,5,0.243209,0.243241,3.2e-05,90.8988
162,1000000000000000.0,20.0,1000,15,0.243209,0.243307,9.8e-05,88.1783
163,1000000000000000.0,20.0,1000,25,0.243209,0.243374,0.000165,85.7385
164,1000000000000000.0,20.0,1000,35,0.243209,0.243441,0.000232,83.9785
165,1000000000000000.0,20.0,1000,45,0.243209,0.243508,0.000299,82.6601
166,1000000000000000.0,20.0,1050,5,0.243209,0.243342,0.000133,85.709
167,1000000000000000.0,20.0,1050,15,0.243209,0.243611,0.000402,80.7751
168,1000000000000000.0,20.0,1050,25,0.243209,0.243881,0.000672,78.6116
169,1000000000000000.0,20.0,1050,35,0.243209,0.244151,0.000942,77.3429
170,1000000000000000.0,20.0,1050,45,0.243209,0.24442,0.001211,76.4838
171,1000000000000000.0,20.0,1100,5,0.243209,0.243698,0.000489,79.8791
172,1000000000000000.0,20.0,1100,15,0.243209,0.24468,0.001471,76.0121
173,1000000000000000.0,20.0,1100,25,0.243209,0.245661,0.002452,74.6201
174,1000000000000000.0,20.0,1100,35,0.243209,0.246642,0.003433,73.8239
175,1000000000000000.0,20.0,1100,45,0.243209,0.247622,0.004413,73.2803
176,1000000000000000.0,30.0,900,5,0.314339,0.314338,-1e-06,101.36
177,1000000000000000.0,30.0,900,15,0.314339,0.31434,1e-06,98.8044
178,1000000000000000.0,30.0,900,25,0.314339,0.314342,3e-06,97.5302
179,1000000000000000.0,30.0,900,35,0.314339,0.314345,6e-06,96.5002
180,1000000000000000.0,30.0,900,45,0.314339,0.314347,8e-06,95.504
181,1000000000000000.0,30.0,950,5,0.314339,0.314342,3e-06,94.5708
182,1000000000000000.0,30.0,950,15,0.314339,0.314353,1.4e-05,90.5915
183,1000000000000000.0,30.0,950,25,0.314339,0.314365,2.6e-05,87.6535
184,1000000000000000.0,30.0,950,35,0.314339,0.314376,3.7e-05,85.4921
185,1000000000000000.0,30.0,950,45,0.314339,0.314387,4.8e-05,83.8727
186,1000000000000000.0,30.0,1000,5,0.314339,0.314362,2.3e-05,87.3197
187,1000000000000000.0,30.0,1000,15,0.314339,0.314412,7.3e-05,80.7388
188,1000000000000000.0,30.0,1000,25,0.314339,0.314462,0.000123,78.4405
189,1000000000000000.0,30.0,1000,35,0.314339,0.314513,0.000174,77.8751
190,1000000000000000.0,30.0,1000,45,0.314339,0.314563,0.000224,77.7103
191,1000000000000000.0,30.0,1050,5,0.314339,0.314438,9.9e-05,79.0321
192,1000000000000000.0,30.0,1050,15,0.314339,0.314641,0.000302,76.6908
193,1000000000000000.0,30.0,1050,25,0.314339,0.314844,0.000505,76.0056
194,1000000000000000.0,30.0,1050,35,0.314339,0.315047,0.000708,75.3914
195,1000000000000000.0,30.0,1050,45,0.314339,0.31525,0.000911,74.8924
196,1000000000000000.0,30.0,1100,5,0.314339,0.314706,0.000367,76.0934
197,1000000000000000.0,30.0,1100,15,0.314339,0.315446,0.001107,74.5083
198,1000000000000000.0,30.0,1100,25,0.314339,0.316186,0.001847,73.5601
199,1000000000000000.0,30.0,1100,35,0.314339,0.316925,0.002586,72.9426
200,1000000000000000.0,30.0,1100,45,0.314339,0.317664,0.003325,72.495
201,1000000000000000.0,40.0,900,5,0.381236,0.381234,-2e-06,93.196
202,1000000000000000.0,40.0,900,15,0.381236,0.381235,-1e-06,92.2522
203,1000000000000000.0,40.0,900,25,0.381236,0.381237,1e-06,91.4565
204,1000000000000000.0,40.0,900,35,0.381236,0.381239,3e-06,90.8367
205,1000000000000000.0,40.0,900,45,0.381236,0.381241,5e-06,90.2925
206,1000000000000000.0,40.0,950,5,0.381236,0.381237,1e-06,89.1838
207,1000000000000000.0,40.0,950,15,0.381236,0.381246,1e-05,86.9023
208,1000000000000000.0,40.0,950,25,0.381236,0.381255,1.9e-05,85.2871
209,1000000000000000.0,40.0,950,35,0.381236,0.381264,2.8e-05,83.9759
210,1000000000000000.0,40.0,950,45,0.381236,0.381273,3.7e-05,82.8654
211,1000000000000000.0,40.0,1000,5,0.381236,0.381252,1.6e-05,84.6827
212,1000000000000000.0,40.0,1000,15,0.381236,0.381293,5.7e-05,80.6157
213,1000000000000000.0,40.0,1000,25,0.381236,0.381333,9.7e-05,78.1786
214,1000000000000000.0,40.0,1000,35,0.381236,0.381373,0.000137,76.6156
215,1000000000000000.0,40.0,1000,45,0.381236,0.381414,0.000178,75.6087
216,1000000000000000.0,40.0,1050,5,0.381236,0.381313,7.7e-05,79.4067
217,1000000000000000.0,40.0,1050,15,0.381236,0.381476,0.00024,74.6853
218,1000000000000000.0,40.0,1050,25,0.381236,0.381638,0.000402,73.5814
219,1000000000000000.0,40.0,1050,35,0.381236,0.381801,0.000565,73.4694
220,1000000000000000.0,40.0,1050,45,0.381236,0.381964,0.000728,73.3154
221,1000000000000000.0,40.0,1100,5,0.381236,0.381527,0.000291,74.3233
222,1000000000000000.0,40.0,1100,15,0.381236,0.38212,0.000884,73.0074
223,1000000000000000.0,40.0,1100,25,0.381236,0.382713,0.001477,72.5562
224,1000000000000000.0,40.0,1100,35,0.381236,0.383306,0.00207,72.1682
225,1000000000000000.0,40.0,1100,45,0.381236,0.383899,0.002663,71.8541
226,1000000000000000.0,50.0,900,5,0.444331,0.444328,-3e-06,87.627
227,1000000000000000.0,50.0,900,15,0.444331,0.444329,-2e-06,87.1736
228,1000000000000000.0,50.0,900,25,0.444331,0.444331,0.0,86.7587
229,1000000000000000.0,50.0,900,35,0.444331,0.444332,1e-06,86.3805
230,1000000000000000.0,50.0,900,45,0.444331,0.444334,3e-06,86.0479
231,1000000000000000.0,50.0,950,5,0.444331,0.44433,-1e-06,84.8623
232,1000000000000000.0,50.0,950,15,0.444331,0.444338,7e-06,83.5023
233,1000000000000000.0,50.0,950,25,0.444331,0.444345,1.4e-05,82.5122
234,1000000000000000.0,50.0,950,35,0.444331,0.444353,2.2e-05,81.7015
235,1000000000000000.0,50.0,950,45,0.444331,0.44436,2.9e-05,81.0137
236,1000000000000000.0,50.0,1000,5,0.444331,0.444343,1.2e-05,81.8631
237,1000000000000000.0,50.0,1000,15,0.444331,0.444377,4.6e-05,79.3486
238,1000000000000000.0,50.0,1000,25,0.444331,0.44441,7.9e-05,77.7575
239,1000000000000000.0,50.0,1000,35,0.444331,0.444444,0.000113,76.5481
240,1000000000000000.0,50.0,1000,45,0.444331,0.444477,0.000146,75.6066
241,1000000000000000.0,50.0,1050,5,0.444331,0.444393,6.2e-05,78.4318
242,1000000000000000.0,50.0,1050,15,0.444331,0.444529,0.000198,74.844
243,1000000000000000.0,50.0,1050,25,0.444331,0.444664,0.000333,73.1951
244,1000000000000000.0,50.0,1050,35,0.444331,0.444799,0.000468,72.4149
245,1000000000000000.0,50.0,1050,45,0.444331,0.444934,0.000603,72.0709
246,1000000000000000.0,50.0,1100,5,0.444331,0.444571,0.00024,74.5963
247,1000000000000000.0,50.0,1100,15,0.444331,0.445064,0.000733,71.8387
248,1000000000000000.0,50.0,1100,25,0.444331,0.445557,0.001226,71.6609
249,1000000000000000.0,50.0,1100,35,0.444331,0.446049,0.001718,71.4677
250,1000000000000000.0,50.0,1100,45,0.444331,0.446542,0.002211,71.2695
251,1500000000000000.0,10.0,900,5,0.124918,0.12492,2e-06,211.212
252,1500000000000000.0,10.0,900,15,0.124918,0.124926,8e-06,181.596
253,1500000000000000.0,10.0,900,25,0.124918,0.124932,1.4e-05,163.846
254,1500000000000000.0,10.0,900,35,0.124918,0.124938,2e-05,152.22
255,1500000000000000.0,10.0,900,45,0.124918,0.124944,2.6e-05,143.706
256,1500000000000000.0,10.0,950,5,0.124918,0.124932,1.4e-05,154.38
257,1500000000000000.0,10.0,950,15,0.124918,0.124964,4.6e-05,119.153
258,1500000000000000.0,10.0,950,25,0.124918,0.124995,7.7e-05,105.181
259,1500000000000000.0,10.0,950,35,0.124918,0.125027,0.000109,97.0769
260,1500000000000000.0,10.0,950,45,0.124918,0.125058,0.00014,91.6301
261,1500000000000000.0,10.0,1000,5,0.124918,0.124988,7e-05,103.661
262,1500000000000000.0,10.0,1000,15,0.124918,0.12513,0.000212,81.3281
263,1500000000000000.0,10.0,1000,25,0.124918,0.125272,0.000354,74.166
264,1500000000000000.0,10.0,1000,35,0.124918,0.125414,0.000496,70.3881
265,1500000000000000.0,10.0,1000,45,0.124918,0.125556,0.000638,67.975
266,1500000000000000.0,10.0,1050,5,0.124918,0.125203,0.000285,75.7647
267,1500000000000000.0,10.0,1050,15,0.124918,0.125776,0.000858,65.058
268,1500000000000000.0,10.0,1050,25,0.124918,0.126348,0.00143,61.9831
269,1500000000000000.0,10.0,1050,35,0.124918,0.126921,0.002003,60.4152
270,1500000000000000.0,10.0,1050,45,0.124918,0.127492,0.002574,59.434
271,1500000000000000.0,10.0,1100,5,0.124918,0.12596,0.001042,63.7225
272,1500000000000000.0,10.0,1100,15,0.124918,0.128036,0.003118,58.8148
273,1500000000000000.0,10.0,1100,25,0.124918,0.130576,0.005658,57.4215
274,1500000000000000.0,10.0,1100,35,0.124918,0.138361,0.013443,56.6929
275,1500000000000000.0,10.0,1100,45,0.124918,0.150615,0.025697,56.2186
276,1500000000000000.0,20.0,900,5,0.245019,0.245018,-1e-06,89.2281
277,1500000000000000.0,20.0,900,15,0.245019,0.245021,2e-06,82.8805
278,1500000000000000.0,20.0,900,25,0.245019,0.245024,5e-06,80.4014
279,1500000000000000.0,20.0,900,35,0.245019,0.245027,8e-06,79.2206
280,1500000000000000.0,20.0,900,45,0.245019,0.24503,1.1e-05,78.2661
281,1500000000000000.0,20.0,950,5,0.245019,0.245024,5e-06,75.1401
282,1500000000000000.0,20.0,950,15,0.245019,0.245039,2e-05,71.5601
283,1500000000000000.0,20.0,950,25,0.245019,0.245053,3.4e-05,70.695
284,1500000000000000.0,20.0,950,35,0.245019,0.245068,4.9e-05,69.7453
285,1500000000000000.0,20.0,950,45,0.245019,0.245083,6.4e-05,68.7562
286,1500000000000000.0,20.0,1000,5,0.245019,0.24505,3.1e-05,67.5161
287,1500000000000000.0,20.0,1000,15,0.245019,0.245116,9.7e-05,64.358
288,1500000000000000.0,20.0,1000,25,0.245019,0.245182,0.000163,61.8168
289,1500000000000000.0,20.0,1000,35,0.245019,0.245248,0.000229,60.0251
290,1500000000000000.0,20.0,1000,45,0.245019,0.245315,0.000296,58.6995
291,1500000000000000.0,20.0,1050,5,0.245019,0.24515,0.000131,61.5162
292,1500000000000000.0,20.0,1050,15,0.245019,0.245417,0.000398,56.5237
293,1500000000000000.0,20.0,1050,25,0.245019,0.245684,0.000665,54.4447
294,1500000000000000.0,20.0,1050,35,0.245019,0.245951,0.000932,53.2593
295,1500000000000000.0,20.0,1050,45,0.245019,0.246218,0.001199,52.4778
296,1500000000000000.0,20.0,1100,5,0.245019,0.245502,0.000483,55.3965
297,1500000000000000.0,20.0,1100,15,0.245019,0.246475,0.001456,51.8729
298,1500000000000000.0,20.0,1100,25,0.245019,0.247447,0.002428,50.6897
299,1500000000000000.0,20.0,1100,35,0.245019,0.248418,0.003399,50.0413
300,1500000000000000.0,20.0,1100,45,0.245019,0.249389,0.00437,49.6094
301,1500000000000000.0,30.0,900,5,0.317623,0.317622,-1e-06,77.1055
302,1500000000000000.0,30.0,900,15,0.317623,0.317624,1e-06,74.8819
303,1500000000000000.0,30.0,900,25,0.317623,0.317626,3e-06,73.8614
304,1500000000000000.0,30.0,900,35,0.317623,0.317628,5e-06,72.8673
305,1500000000000000.0,30.0,900,45,0.317623,0.31763,7e-06,71.9207
306,1500000000000000.0,30.0,950,5,0.317623,0.317626,3e-06,70.5565
307,1500000000000000.0,30.0,950,15,0.317623,0.317637,1.4e-05,66.6543
308,1500000000000000.0,30.0,950,25,0.317623,0.317648,2.5e-05,63.8849
309,1500000000000000.0,30.0,950,35,0.317623,0.317659,3.6e-05,61.931
310,1500000000000000.0,30.0,950,45,0.317623,0.31767,4.7e-05,60.511
311,1500000000000000.0,30.0,1000,5,0.317623,0.317645,2.2e-05,62.9343
312,1500000000000000.0,30.0,1000,15,0.317623,0.317695,7.2e-05,57.0598
313,1500000000000000.0,30.0,1000,25,0.317623,0.317745,0.000122,55.4461
314,1500000000000000.0,30.0,1000,35,0.317623,0.317795,0.000172,55.1343
315,1500000000000000.0,30.0,1000,45,0.317623,0.317845,0.000222,54.7923
316,1500000000000000.0,30.0,1050,5,0.317623,0.31772,9.7e-05,55.0825
317,1500000000000000.0,30.0,1050,15,0.317623,0.317922,0.000299,53.4865
318,1500000000000000.0,30.0,1050,25,0.317623,0.318123,0.0005,52.5948
319,1500000000000000.0,30.0,1050,35,0.317623,0.318325,0.000702,51.9212
320,1500000000000000.0,30.0,1050,45,0.317623,0.318526,0.000903,51.41
321,1500000000000000.0,30.0,1100,5,0.317623,0.317986,0.000363,52.718
322,1500000000000000.0,30.0,1100,15,0.317623,0.31872,0.001097,50.91
323,1500000000000000.0,30.0,1100,25,0.317623,0.319453,0.00183,50.0311
324,1500000000000000.0,30.0,1100,35,0.317623,0.320186,0.002563,49.4972
325,1500000000000000.0,30.0,1100,45,0.317623,0.320919,0.003296,49.126
326,1500000000000000.0,40.0,900,5,0.385598,0.385596,-2e-06,69.9917
327,1500000000000000.0,40.0,900,15,0.385598,0.385597,-1e-06,69.0607
328,1500000000000000.0,40.0,900,25,0.385598,0.385599,1e-06,68.3474
329,1500000000000000.0,40.0,900,35,0.385598,0.385601,3e-06,67.767
330,1500000000000000.0,40.0,900,45,0.385598,0.385603,5e-06,67.2288
331,1500000000000000.0,40.0,950,5,0.385598,0.385599,1e-06,65.6877
332,1500000000000000.0,40.0,950,15,0.385598,0.385608,1e-05,63.4559
333,1500000000000000.0,40.0,950,25,0.385598,0.385617,1.9e-05,61.7571
334,1500000000000000.0,40.0,950,35,0.385598,0.385626,2.8e-05,60.3786
335,1500000000000000.0,40.0,950,45,0.385598,0.385634,3.6e-05,59.2353
336,1500000000000000.0,40.0,1000,5,0.385598,0.385614,1.6e-05,60.8366
337,1500000000000000.0,40.0,1000,15,0.385598,0.385654,5.6e-05,56.5782
338,1500000000000000.0,40.0,1000,25,0.385598,0.385694,9.6e-05,54.3215
339,1500000000000000.0,40.0,1000,35,0.385598,0.385734,0.000136,53.0584
340,1500000000000000.0,40.0,1000,45,0.385598,0.385775,0.000177,52.3205
341,1500000000000000.0,40.0,1050,5,0.385598,0.385674,7.6e-05,55.0629
342,1500000000000000.0,40.0,1050,15,0.385598,0.385836,0.000238,51.2478
343,1500000000000000.0,40.0,1050,25,0.385598,0.385998,0.0004,50.8368
344,1500000000000000.0,40.0,1050,35,0.385598,0.38616,0.000562,50.604
345,1500000000000000.0,40.0,1050,45,0.385598,0.386321,0.000723,50.3597
346,1500000000000000.0,40.0,1100,5,0.385598,0.385888,0.00029,50.687
347,1500000000000000.0,40.0,1100,15,0.385598,0.386477,0.000879,49.9565
348,1500000000000000.0,40.0,1100,25,0.385598,0.387066,0.001468,49.432
349,1500000000000000.0,40.0,1100,35,0.385598,0.387656,0.002058,49.0529
350,1500000000000000.0,40.0,1100,45,0.385598,0.388245,0.002647,48.7698
351,1500000000000000.0,50.0,900,5,0.449354,0.449351,-3e-06,64.9385
352,1500000000000000.0,50.0,900,15,0.449354,0.449353,-1e-06,64.4947
